file_path,emotion
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/02-01-03-01-02-02-19.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/02-01-03-02-01-02-19.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/01-01-01-01-01-01-19.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/01-01-03-01-02-01-19.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/01-01-03-02-01-01-19.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/01-01-04-02-01-01-19.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/01-01-04-01-02-01-19.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/02-01-04-02-01-02-19.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/02-01-04-01-02-02-19.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/01-01-04-02-02-02-19.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/01-01-04-01-01-02-19.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/02-01-04-02-02-01-19.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/02-01-04-01-01-01-19.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/02-01-01-01-02-01-19.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/02-01-03-01-01-01-19.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/02-01-03-02-02-01-19.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/01-01-01-01-02-02-19.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/01-01-03-01-01-02-19.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/01-01-03-02-02-02-19.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/01-01-04-01-02-02-19.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/01-01-04-02-01-02-19.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/02-01-04-01-02-01-19.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/02-01-04-02-01-01-19.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/02-01-03-02-01-01-19.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/02-01-03-01-02-01-19.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/02-01-01-01-01-01-19.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/01-01-03-02-01-02-19.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/01-01-03-01-02-02-19.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/01-01-01-01-01-02-19.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/02-01-03-02-02-02-19.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/02-01-03-01-01-02-19.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/02-01-01-01-02-02-19.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/01-01-03-02-02-01-19.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/01-01-03-01-01-01-19.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/01-01-01-01-02-01-19.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/01-01-04-01-01-01-19.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/01-01-04-02-02-01-19.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/02-01-04-01-01-02-19.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_19/Actor_19/02-01-04-02-02-02-19.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/02-01-03-02-01-02-18.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/02-01-03-01-02-02-18.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/02-01-01-01-01-02-18.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/01-01-03-02-01-01-18.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/01-01-03-01-02-01-18.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/01-01-01-01-01-01-18.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/01-01-04-01-02-01-18.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/01-01-04-02-01-01-18.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/02-01-04-01-02-02-18.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/02-01-04-02-01-02-18.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/01-01-04-01-01-02-18.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/01-01-04-02-02-02-18.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/02-01-04-01-01-01-18.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/02-01-04-02-02-01-18.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/02-01-03-02-02-01-18.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/02-01-03-01-01-01-18.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/02-01-01-01-02-01-18.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/01-01-03-02-02-02-18.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/01-01-03-01-01-02-18.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/01-01-01-01-02-02-18.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/01-01-04-02-01-02-18.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/01-01-04-01-02-02-18.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/02-01-04-02-01-01-18.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/02-01-04-01-02-01-18.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/02-01-01-01-01-01-18.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/02-01-03-01-02-01-18.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/02-01-03-02-01-01-18.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/01-01-01-01-01-02-18.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/01-01-03-01-02-02-18.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/01-01-03-02-01-02-18.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/02-01-01-01-02-02-18.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/02-01-03-01-01-02-18.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/02-01-03-02-02-02-18.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/01-01-01-01-02-01-18.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/01-01-03-01-01-01-18.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/01-01-03-02-02-01-18.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/01-01-04-02-02-01-18.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/01-01-04-01-01-01-18.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/02-01-04-02-02-02-18.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_18/Actor_18/02-01-04-01-01-02-18.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/02-01-04-02-01-02-20.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/02-01-04-01-02-02-20.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/01-01-04-02-01-01-20.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/01-01-04-01-02-01-20.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/01-01-01-01-01-01-20.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/01-01-03-01-02-01-20.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/01-01-03-02-01-01-20.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/02-01-01-01-01-02-20.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/02-01-03-01-02-02-20.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/02-01-03-02-01-02-20.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/01-01-01-01-02-02-20.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/01-01-03-01-01-02-20.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/01-01-03-02-02-02-20.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/02-01-01-01-02-01-20.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/02-01-03-01-01-01-20.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/02-01-03-02-02-01-20.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/02-01-04-02-02-01-20.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/02-01-04-01-01-01-20.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/01-01-04-02-02-02-20.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/01-01-04-01-01-02-20.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/01-01-03-02-01-02-20.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/01-01-03-01-02-02-20.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/01-01-01-01-01-02-20.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/02-01-03-02-01-01-20.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/02-01-03-01-02-01-20.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/02-01-01-01-01-01-20.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/02-01-04-01-02-01-20.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/02-01-04-02-01-01-20.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/01-01-04-01-02-02-20.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/01-01-04-02-01-02-20.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/02-01-04-01-01-02-20.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/02-01-04-02-02-02-20.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/01-01-04-01-01-01-20.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/01-01-04-02-02-01-20.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/01-01-03-02-02-01-20.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/01-01-03-01-01-01-20.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/01-01-01-01-02-01-20.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/02-01-03-02-02-02-20.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/02-01-03-01-01-02-20.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_20/Actor_20/02-01-01-01-02-02-20.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_16/Actor_16/01-01-04-01-01-01-16.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_16/Actor_16/01-01-04-02-02-01-16.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_16/Actor_16/02-01-04-01-01-02-16.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_16/Actor_16/02-01-04-02-02-02-16.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_16/Actor_16/02-01-03-02-02-02-16.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_16/Actor_16/02-01-03-01-01-02-16.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_16/Actor_16/02-01-01-01-02-02-16.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_16/Actor_16/01-01-03-02-02-01-16.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_16/Actor_16/01-01-03-01-01-01-16.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_16/Actor_16/01-01-01-01-02-01-16.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_16/Actor_16/02-01-03-02-01-01-16.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_16/Actor_16/02-01-03-01-02-01-16.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_16/Actor_16/02-01-01-01-01-01-16.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_16/Actor_16/01-01-03-02-01-02-16.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_16/Actor_16/01-01-03-01-02-02-16.mp4,happy
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_16/Actor_16/01-01-01-01-01-02-16.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_16/Actor_16/01-01-04-01-02-02-16.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_16/Actor_16/01-01-04-02-01-02-16.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_16/Actor_16/02-01-04-01-02-01-16.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_16/Actor_16/02-01-04-02-01-01-16.mp4,sad
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_16/Actor_16/02-01-01-01-02-01-16.mp4,neutral
/Users/robamahmoud/.cache/kagglehub/datasets/adrivg/ravdess-emotional-speech-video/versions/1/RAVDESS dataset/Video_Speech_Actor_16/Actor_16/02-01-03-01-01-01-16.mp4,happy
